WKT,class_dbt,nome_dbt,tipo_dbt,dest_ind,sup_mq
"MULTIPOLYGON (((485821.9892 5056599.1761,485814.9828 5056595.3829,485813.9883 5056597.3736,485812.8701 5056596.9987,485809.7776 5056603.3378,485809.6716 5056606.6748,485816.8268 5056609.9139,485821.9892 5056599.1761)))",ac_vei,Area_di_circolazione_veicolare,area a traffico strutturato - incrocio,trasporto - traffico strutturato,"108"
"MULTIPOLYGON (((486357.2158 5057280.3425,486344.8057 5057272.4485,486345.5328 5057271.1517,486342.6458 5057269.5438,486341.9265 5057271.3856,486337.8321 5057268.5392,486325.8795 5057261.3605,486325.1526 5057267.3878,486338.2358 5057275.8376,486354.6417 5057286.3168,486357.2158 5057280.3425)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"222"
"MULTIPOLYGON (((486048.4206 5056138.5313,486034.1398 5056157.9612,486020.8581 5056176.0309,486022.5031 5056176.9735,486036.0472 5056158.7558,486045.409 5056145.4354,486049.6081 5056139.2768,486048.4206 5056138.5313)))",ac_vei,Area_di_circolazione_veicolare,banchina,trasporto,"86"
"MULTIPOLYGON (((486569.0173 5058144.8499,486563.4123 5058141.251,486560.9984 5058145.2603,486565.8878 5058148.2337,486569.0173 5058144.8499)))",ac_vei,Area_di_circolazione_veicolare,fascia di sosta laterale,trasporto,"29"
"MULTIPOLYGON (((487845.8782 5056193.8185,487833.5593 5056189.6525,487826.9933 5056208.9485,487822.7723 5056207.8095,487822.1933 5056209.4607,487820.0913 5056215.4185,487818.7896 5056219.0522,487822.3187 5056222.6194,487806.1047 5056238.2304,487824.1708 5056243.0873,487836.8754 5056214.284,487845.8782 5056193.8185)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"733"
"MULTIPOLYGON (((486564.6029 5058605.3592,486537.8816 5058522.4305,486530.7357 5058524.8491,486538.5568 5058544.61,486545.1658 5058563.5397,486545.6418 5058565.3407,486545.7908 5058567.6687,486545.6739 5058569.8127,486545.5569 5058573.5236,486545.6739 5058575.8446,486546.2209 5058578.4146,486552.096 5058598.9143,486552.502 5058601.8123,486551.2211 5058605.6722,486554.963 5058607.5662,486556.142 5058608.2152,486556.055 5058608.0351,486558.0488 5058607.0716,486559.5329 5058608.2082,486568.2241 5058636.0068,486570.6883 5058644.0788,486580.3187 5058675.6246,486586.2809 5058695.5934,486590.4478 5058711.5849,486591.2693 5058716.1203,486591.8333 5058719.411,486592.3965 5058724.0571,486592.8032 5058729.3126,486592.9054 5058733.4418,486592.7644 5058736.5449,486592.6713 5058740.1257,486591.4135 5058757.2075,486589.2638 5058786.396,486595.7298 5058786.4407,486596.3227 5058775.8223,486597.8615 5058757.5995,486599.3223 5058726.6508,486599.2523 5058723.7059,486599.1893 5058721.1859,486598.8772 5058718.8969,486598.6502 5058716.038,486598.0882 5058713.089,486597.0722 5058708.772,486595.7752 5058703.8661,486594.8072 5058700.5141,486587.1271 5058676.3624,486564.6029 5058605.3592)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"1852"
"MULTIPOLYGON (((486130.1674 5057211.3086,486112.1885 5057202.6197,486110.1332 5057206.513,486109.3658 5057207.9665,486114.0592 5057210.361,486116.0032 5057209.51,486128.5924 5057214.8885,486130.1674 5057211.3086)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"96"
"MULTIPOLYGON (((487231.2134 5055843.4501,487228.1 5055838.8967,487226.36 5055837.4434,487225.2453 5055837.3193,487225.0292 5055839.4486,487227.5602 5055843.8345,487229.5052 5055849.2765,487231.7162 5055856.9444,487232.6302 5055866.8703,487232.7003 5055867.6392,487234.4603 5055867.5459,487232.3603 5055850.1657,487231.6469 5055845.1789,487231.2134 5055843.4501)))",ac_vei,Area_di_circolazione_veicolare,banchina,trasporto,"72"
"MULTIPOLYGON (((487984.1742 5055896.8158,487976.3553 5055894.2751,487956.7183 5055937.4415,487955.1039 5055936.9085,487947.9641 5055953.1314,487949.3105 5055953.7253,487937.1984 5055980.3503,487931.9564 5055991.8732,487919.5978 5056016.9909,487927.1287 5056020.8339,487927.5197 5056018.7049,487928.4337 5056015.8109,487944.7373 5055981.5302,487945.2762 5055980.3502,487952.667 5055964.1783,487955.565 5055959.2373,487957.4949 5055955.5804,487960.3939 5055950.9754,487962.4248 5055946.7724,487964.8937 5055940.6705,487968.2286 5055932.2455,487971.1666 5055924.6206,487982.5023 5055900.4718,487984.1742 5055896.8158)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"1092"
"MULTIPOLYGON (((487835.9215 5053855.6871,487835.7032 5053852.7378,487835.442 5053849.2091,487834.2451 5053845.7054,487833.0817 5053842.2891,487823.9289 5053844.3563,487825.881 5053850.7379,487827.8053 5053857.0286,487835.9215 5053855.6871)))",ac_vei,Area_di_circolazione_veicolare,area a traffico strutturato - incrocio,trasporto - traffico strutturato,"124"
"MULTIPOLYGON (((486723.808 5057007.4421,486720.5125 5057005.7896,486712.2607 5057022.6375,486709.8317 5057027.5864,486705.6748 5057036.0674,486703.8159 5057039.8563,486702.8859 5057041.7543,486701.2459 5057045.1023,486697.582 5057052.5742,486699.654 5057053.0936,486701.3079 5057053.5082,486713.5946 5057028.3554,486723.808 5057007.4421)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"192"
"MULTIPOLYGON (((485502.3416 5056503.5984,485635.9993 5056570.1969,485637.0126 5056566.5586,485573.4891 5056534.704,485505.6306 5056500.6725,485505.1616 5056501.6145,485504.0206 5056503.0435,485502.3416 5056503.5984)))",ac_vei,Area_di_circolazione_veicolare,fascia di sosta laterale,trasporto,"576"
"MULTIPOLYGON (((486542.2181 5057584.2569,486488.194 5057554.7913,486475.5042 5057547.6109,486462.1938 5057539.3017,486449.1729 5057532.0587,486447.1799 5057530.9418,486442.5319 5057528.5708,486426.485 5057520.7079,486424.54 5057519.7189,486416.493 5057514.829,486412.5741 5057512.475,486412.729 5057511.399,486407.7451 5057507.8751,486407.1181 5057508.929,486394.8682 5057502.3081,486390.8684 5057510.7377,486397.8602 5057514.0329,486421.025 5057526.4967,486454.1565 5057545.0986,486494.9873 5057567.0504,486528.6109 5057585.6744,486533.6798 5057588.0961,486538.756 5057591.0506,486542.2181 5057584.2569)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"1374"
"MULTIPOLYGON (((486060.9669 5059970.464,486068.1098 5059956.6021,486065.7628 5059954.5192,486028.0872 5059961.1111,486027.7442 5059969.567,486028.0992 5059971.381,486042.75 5059968.6661,486057.9149 5059965.8571,486060.9669 5059970.464)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"402"
"MULTIPOLYGON (((485721.1074 5057084.6465,485713.7245 5057080.9625,485693.389 5057137.419,485681.9994 5057168.8917,485676.1555 5057184.7285,485672.7107 5057194.0754,485680.1717 5057197.0553,485684.7926 5057184.768,485685.6425 5057182.508,485689.7875 5057171.4862,485690.4937 5057169.6082,485692.7702 5057163.5547,485692.9433 5057163.0687,485693.9472 5057160.2467,485700.708 5057141.2349,485701.602 5057138.721,485702.0909 5057137.346,485702.493 5057136.217,485703.3739 5057133.74,485703.6684 5057132.9245,485710.1857 5057114.8762,485711.2483 5057111.9438,485711.7326 5057110.6073,485712.21 5057109.285,485713.4303 5057105.9048,485719.8655 5057088.0795,485720.5997 5057086.0501,485721.1074 5057084.6465)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"981"
"MULTIPOLYGON (((485516.8744 5056888.2781,485514.3624 5056892.3001,485512.0145 5056896.0591,485524.9684 5056901.922,485529.8824 5056904.282,485532.9833 5056905.6099,485535.8193 5056902.832,485537.0143 5056903.348,485540.2333 5056904.735,485543.6002 5056906.1879,485547.1242 5056908.9609,485549.5142 5056912.4889,485550.7182 5056916.5468,485551.0222 5056920.9958,485550.6793 5056925.3707,485549.5853 5056928.4847,485538.1085 5056955.3434,485533.0226 5056967.2732,485537.4686 5056969.253,485538.8436 5056965.7571,485542.4295 5056957.1362,485546.8194 5056945.8043,485550.2413 5056937.6324,485552.2803 5056933.3245,485555.3822 5056922.8788,485555.6882 5056920.0968,485555.8822 5056918.3358,485555.5142 5056914.5039,485553.5222 5056910.2619,485550.9832 5056907.0979,485548.0612 5056903.813,485544.7022 5056901.575,485540.7642 5056899.129,485535.8823 5056897.0241,485533.8433 5056895.5321,485529.5143 5056893.6681,485519.8504 5056889.5592,485516.8744 5056888.2781)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"578"
"MULTIPOLYGON (((487065.4524 5058285.9378,487070.5861 5058288.9553,487075.4754 5058280.294,487076.2969 5058278.8388,487080.2729 5058271.7955,487082.4998 5058267.8505,487085.0176 5058263.3906,487087.7966 5058258.4716,487089.6166 5058255.2446,487091.9755 5058251.0687,487093.9915 5058250.4247,487096.8205 5058252.0546,487098.4603 5058249.1917,487100.3094 5058245.9647,487097.1244 5058244.1037,487096.7254 5058242.6437,487098.6083 5058239.3148,487099.4672 5058237.7878,487097.2515 5058236.621,487094.1783 5058235.0028,487086.7726 5058248.1157,487084.9526 5058251.3467,487084.0516 5058252.9427,487074.0449 5058270.6695,487071.375 5058275.4005,487069.8538 5058278.0849,487069.5311 5058278.6544,487065.4524 5058285.9378)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"385"
"MULTIPOLYGON (((486358.0481 5057187.0975,486362.0958 5057179.0617,486361.3936 5057178.7454,486360.1741 5057175.4082,486350.673 5057172.8397,486350.0449 5057172.5705,486348.9925 5057172.1192,486345.2121 5057181.8636,486346.2141 5057183.0926,486346.2981 5057183.9686,486346.0082 5057184.8436,486345.6585 5057185.5572,486353.9621 5057189.4685,486355.2121 5057187.6246,486356.8831 5057186.9526,486358.0481 5057187.0975)))",ac_vei,Area_di_circolazione_veicolare,area a traffico strutturato - incrocio,trasporto - traffico strutturato,"190"
"MULTIPOLYGON (((485441.0334 5058234.1221,485440.1193 5058219.8333,485439.8817 5058212.7687,485430.2134 5058213.0633,485430.0104 5058216.6493,485429.6044 5058218.7983,485429.0254 5058220.7473,485428.2445 5058222.7392,485427.4635 5058224.4742,485426.1505 5058225.8722,485424.5255 5058226.8722,485426.0726 5058233.2311,485427.9325 5058233.1222,485428.8615 5058233.2982,485429.9325 5058233.7312,485431.0335 5058234.9542,485431.3225 5058236.5091,485441.0334 5058234.1221)))",ac_vei,Area_di_circolazione_veicolare,area a traffico strutturato - incrocio,trasporto - traffico strutturato,"280"
"MULTIPOLYGON (((486682.9845 5055768.2306,486681.2989 5055773.5607,486683.9389 5055774.0942,486713.2151 5055786.583,486739.6063 5055797.8411,486740.7185 5055798.2856,486741.7771 5055797.0923,486752.5372 5055801.2657,486770.1108 5055808.0058,486769.9108 5055809.3324,486776.8644 5055811.7191,486777.2844 5055810.2124,486804.4714 5055818.4525,486809.0115 5055820.1859,486810.5782 5055821.3525,486811.3582 5055822.3059,486811.4173 5055823.8795,486817.8942 5055826.3764,486818.3876 5055821.4431,486817.8929 5055818.3513,486815.0528 5055817.1246,486804.906 5055813.5512,486757.6788 5055798.3244,486729.4751 5055786.583,486708.2915 5055777.7641,486691.7313 5055770.9907,486682.9845 5055768.2306)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"830"
"MULTIPOLYGON (((486132.1219 5058409.2406,486131.8379 5058411.2476,486136.8878 5058412.1856,486139.8356 5058392.6309,486140.6686 5058387.1079,486139.7936 5058386.9869,486136.4607 5058386.5348,486136.2626 5058386.5069,486135.4497 5058386.397,486132.1219 5058409.2406)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"131"
"MULTIPOLYGON (((487721.9567 5056954.8219,487721.8237 5056955.7948,487722.3477 5056956.6038,487753.2497 5056972.1239,487757.8564 5056973.5955,487721.9567 5056954.8219)))",ac_vei,Area_di_circolazione_veicolare,banchina,trasporto,"42"
"MULTIPOLYGON (((487535.1225 5054865.3536,487543.3625 5054876.7605,487575.0969 5054858.0035,487609.4553 5054837.3316,487645.8456 5054815.3316,487701.5866 5054781.8626,487758.1005 5054747.9646,487791.5609 5054727.9367,487826.2643 5054707.2417,487861.4196 5054686.2027,487920.0275 5054651.0267,487980.2294 5054614.9757,487988.2165 5054610.1643,487998.0042 5054604.2683,488051.6387 5054572.235,488048.6697 5054556.8125,487997.3991 5054587.9788,487987.6099 5054593.8354,487940.3155 5054622.1302,487928.4803 5054629.2108,487841.2239 5054681.6868,487717.9062 5054755.5777,487599.3854 5054826.7577,487535.1225 5054865.3536)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"8491"
"MULTIPOLYGON (((487303.7849 5057151.8062,487307.8025 5057143.3915,487304.7448 5057141.9194,487303.8778 5057141.3454,487302.9098 5057139.8614,487302.4638 5057138.3454,487302.5028 5057136.5014,487303.5028 5057134.0564,487298.5939 5057132.3406,487294.8629 5057131.0365,487294.2849 5057131.7285,487293.2469 5057132.0305,487292.1129 5057131.9865,487285.3911 5057130.1096,487282.3551 5057139.6774,487283.2691 5057140.4465,487283.9411 5057141.2365,487284.5661 5057142.4005,487285.1131 5057143.6505,487285.3241 5057145.1694,487285.2221 5057146.7904,487284.7921 5057148.3214,487282.9102 5057152.1223,487285.2759 5057153.4882,487288.9721 5057155.6223,487291.3311 5057153.6973,487294.035 5057152.3223,487296.535 5057151.3453,487298.613 5057151.0683,487300.6439 5057151.0713,487303.7849 5057151.8062),(487303.5419 5057147.0403,487300.4489 5057146.5363,487298.8629 5057146.5603,487297.433 5057146.8643,487296.589 5057146.9864,487296.261 5057146.7554,487296.23 5057146.2394,487297.7529 5057143.5324,487298.2999 5057143.5794,487303.0349 5057145.9623,487303.6199 5057146.3533,487303.9099 5057146.6573,487303.5419 5057147.0403)))",ac_vei,Area_di_circolazione_veicolare,area a traffico strutturato - incrocio,trasporto - traffico strutturato,"411"
"MULTIPOLYGON (((487158.0294 5058741.2234,487154.4459 5058740.5283,487151.5118 5058740.4638,487147.2825 5058740.955,487143.3998 5058741.8286,487141.0886 5058742.7993,487139.4246 5058744.1582,487138.4672 5058746.2163,487140.9212 5058745.3404,487144.1201 5058745.4986,487145.6317 5058744.9212,487149.2239 5058745.4201,487153.5688 5058744.5465,487156.5271 5058742.7022,487158.0294 5058741.2234)))",ac_vei,Area_di_circolazione_veicolare,banchina,trasporto,"64"
"MULTIPOLYGON (((487827.8053 5053857.0286,487825.881 5053850.7379,487823.9289 5053844.3563,487810.9613 5053847.2562,487790.5761 5053851.4521,487780.1682 5053853.331,487770.4622 5053855.3634,487762.802 5053856.16,487759.1591 5053856.315,487765.9408 5053861.5202,487772.1635 5053866.2963,487827.8053 5053857.0286)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata,trasporto - traffico strutturato,"727"
"MULTIPOLYGON (((486383.7612 5055859.369,486333.1693 5055830.971,486313.0914 5055818.8222,486311.7524 5055820.7885,486320.4675 5055825.7611,486332.3471 5055832.5397,486334.8117 5055833.946,486344.0683 5055839.228,486361.7052 5055849.2918,486364.9783 5055850.9358,486369.2751 5055853.3418,486382.8841 5055860.9596,486383.7612 5055859.369)))",ac_vei,Area_di_circolazione_veicolare,banchina,trasporto,"157"
"MULTIPOLYGON (((488275.7765 5056931.6415,488298.2277 5056938.5257,488298.3125 5056936.068,488298.3207 5056933.7246,488277.6312 5056927.448,488275.7765 5056931.6415)))",ac_vei,Area_di_circolazione_veicolare,banchina,trasporto,"104"
"MULTIPOLYGON (((487215.1798 5057609.9148,487212.8748 5057608.6099,487183.5471 5057592.7821,487180.2573 5057599.1203,487181.0552 5057599.4461,487211.8204 5057616.1284,487215.1798 5057609.9148)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"254"
"MULTIPOLYGON (((487442.136 5058341.316,487438.2683 5058338.7979,487435.292 5058344.524,487438.182 5058346.389,487440.0424 5058347.5949,487442.136 5058341.316)))",ac_vei,Area_di_circolazione_veicolare,banchina,trasporto,"33"
"MULTIPOLYGON (((485913.5714 5056614.6297,485909.1357 5056612.7107,485909.2992 5056611.0654,485906.2133 5056609.6164,485905.6159 5056611.0102,485902.3095 5056609.5569,485902.8773 5056608.0345,485902.7133 5056607.8385,485902.6663 5056607.5805,485902.6583 5056607.0455,485898.7133 5056604.6705,485897.0953 5056605.1785,485896.158 5056606.2466,485881.7019 5056598.4957,485867.5535 5056590.8256,485868.3146 5056589.6947,485864.5886 5056587.4137,485863.8782 5056588.675,485837.9958 5056572.8323,485834.2507 5056580.4177,485839.3276 5056582.8069,485873.496 5056600.5509,485907.8465 5056619.6397,485911.2268 5056621.1399,485913.5714 5056614.6297)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"587"
"MULTIPOLYGON (((487975.999 5054106.6932,487976.025 5054105.0941,487975.8688 5054101.5656,487975.6161 5054095.8581,487970.9057 5054096.5964,487966.7511 5054097.2476,487968.2955 5054107.5525,487972.3212 5054107.1034,487975.999 5054106.6932)))",ac_vei,Area_di_circolazione_veicolare,area a traffico strutturato - incrocio,trasporto - traffico strutturato,"89"
"MULTIPOLYGON (((487959.2517 5056763.4418,487951.6873 5056759.2651,487929.7736 5056747.0272,487883.0701 5056720.3236,487850.1645 5056701.5629,487848.0635 5056700.3129,487846.8675 5056699.3128,487845.5723 5056702.2396,487843.9807 5056705.836,487870.7583 5056721.2306,487933.3586 5056757.2021,487949.0455 5056766.0292,487955.6483 5056770.788,487959.2517 5056763.4418)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"907"
"MULTIPOLYGON (((485922.5273 5058074.7604,485913.0342 5058074.7993,485913.0243 5058076.1876,485913.0045 5058079.0064,485912.8244 5058085.2484,485912.7235 5058093.2953,485912.5865 5058098.9593,485912.2135 5058114.4004,485912.0801 5058119.9208,485912.0173 5058122.5224,485917.2077 5058122.5719,485917.6446 5058110.3181,485918.1686 5058098.4712,485918.4345 5058097.6313,485918.8795 5058097.1193,485919.5595 5058096.7563,485920.2855 5058096.4943,485923.0775 5058096.2953,485923.2075 5058093.1233,485923.2433 5058091.9268,485922.2465 5058091.9203,485922.3403 5058086.4474,485922.5273 5058074.7604)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"352"
"MULTIPOLYGON (((486016.6459 5058257.9797,486010.544 5058257.7423,486010.0749 5058263.8913,486016.446 5058264.0213,486016.4561 5058262.4855,486016.6459 5058257.9797)))",ac_vei,Area_di_circolazione_veicolare,area a traffico strutturato - incrocio,trasporto - traffico strutturato,"38"
"MULTIPOLYGON (((486413.1602 5056194.9311,486419.4404 5056182.8501,486416.3464 5056178.9482,486415.6984 5056175.8422,486409.9948 5056173.5828,486403.7684 5056171.1163,486402.4795 5056172.7523,486400.9175 5056173.5653,486398.7375 5056174.0303,486396.5735 5056173.6632,486389.8508 5056179.443,486393.0668 5056186.679,486393.8708 5056189.627,486391.9948 5056197.667,486390.6548 5056199.141,486387.1708 5056201.419,486385.8308 5056201.553,486382.5783 5056207.8895,486385.4762 5056210.2955,486386.6219 5056213.2674,486395.5325 5056217.272,486399.6161 5056207.2671,486404.766 5056197.0727,486406.5243 5056195.7045,486409.0765 5056194.9312,486411.6855 5056194.7527,486413.1602 5056194.9311)))",ac_vei,Area_di_circolazione_veicolare,area a traffico strutturato - incrocio,trasporto - traffico strutturato,"799"
"MULTIPOLYGON (((486817.2622 5058469.399,486811.1533 5058467.755,486807.3356 5058481.305,486806.7448 5058483.4016,486799.8336 5058507.9307,486799.0349 5058510.7663,486794.303 5058527.5625,486793.303 5058531.0585,486793.1019 5058531.7555,486792.2752 5058534.6333,486787.2482 5058552.1293,486784.6233 5058553.1483,486770.4355 5058548.9884,486766.0824 5058547.7793,486765.3688 5058550.2659,486764.4045 5058553.6253,486765.3106 5058553.9063,486768.5215 5058554.8163,486770.1315 5058554.2933,486783.3574 5058558.1442,486783.7799 5058559.0528,486784.5294 5058560.6642,486784.0534 5058562.6252,486787.5133 5058563.8402,486790.1289 5058562.9101,486791.3493 5058562.4762,486794.8101 5058550.3673,486795.881 5058546.2033,486797.162 5058541.8874,486803.8177 5058517.8796,486805.2947 5058516.9456,486805.4916 5058516.2205,486807.8415 5058507.5667,486806.7476 5058507.3167,486808.0126 5058502.7738,486814.5851 5058479.0586,486817.2622 5058469.399)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"777"
"MULTIPOLYGON (((486153.1782 5057385.6746,486153.7386 5057384.0997,486146.0269 5057380.7847,486145.3669 5057381.2445,486144.4673 5057381.3463,486141.6987 5057387.4707,486141.0255 5057388.9597,486142.0307 5057389.4087,486147.3556 5057391.8106,486150.4827 5057393.2506,486153.1782 5057385.6746)))",ac_vei,Area_di_circolazione_veicolare,area a traffico strutturato - incrocio,trasporto - traffico strutturato,"95"
"MULTIPOLYGON (((486991.6278 5056265.8042,486982.66 5056286.4801,486985.0271 5056287.472,486986.2511 5056288.1152,486995.3966 5056266.357,486991.6278 5056265.8042)))",ac_vei,Area_di_circolazione_veicolare,banchina,trasporto,"88"
"MULTIPOLYGON (((486709.7807 5057255.1873,486703.6263 5057252.0828,486694.9996 5057272.0679,486694.2632 5057271.6644,486691.8647 5057277.6348,486680.8411 5057302.9976,486670.9593 5057325.8024,486666.3735 5057336.5363,486667.4875 5057337.1249,486674.4265 5057340.7912,486685.4875 5057317.9414,486682.8523 5057317.106,486696.0513 5057286.822,486709.7807 5057255.1873)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"733"
"MULTIPOLYGON (((486206.8244 5059465.0142,486201.2235 5059466.5382,486202.6455 5059468.4403,486203.5515 5059470.0343,486204.4265 5059472.4792,486204.6525 5059473.5692,486205.2075 5059476.8662,486205.6216 5059483.0571,486205.602 5059484.4872,486205.4966 5059492.206,486205.8487 5059511.8068,486206.1769 5059530.1936,486206.1929 5059533.5885,486206.333 5059549.6584,486206.2632 5059564.3022,486205.8572 5059565.4472,486205.3642 5059566.4432,486204.4822 5059567.2952,486203.8883 5059572.5951,486203.8784 5059591.4709,486206.3024 5059591.7319,486208.2244 5059592.6809,486208.6464 5059594.0169,486208.4275 5059601.3688,486207.9035 5059605.7707,486206.8355 5059611.3366,486213.6855 5059611.6267,486213.0365 5059605.4428,486212.8964 5059592.795,486212.6463 5059580.2831,486211.7551 5059561.0913,486211.5051 5059552.4594,486211.0519 5059536.8576,486210.8717 5059500.6979,486210.3138 5059487.76,486209.8635 5059477.3152,486209.3715 5059473.1352,486208.0984 5059468.3313,486206.8244 5059465.0142)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"823"
"MULTIPOLYGON (((486992.349 5057873.1868,486956.7634 5057850.8821,486953.8294 5057849.0252,486950.4663 5057846.8982,486949.1235 5057848.9092,486944.1154 5057845.5502,486934.6545 5057841.0153,486927.5296 5057837.1013,486922.0467 5057834.0897,486916.1857 5057830.8704,486912.9827 5057829.0815,486886.7801 5057814.5977,486882.7352 5057822.5134,486889.6161 5057826.4915,486892.1311 5057827.9095,486894.5141 5057829.2495,486890.9441 5057835.3515,486894.2251 5057837.1164,486897.7641 5057831.0815,486913.2238 5057839.7904,486914.2248 5057840.3554,486928.2117 5057847.9902,486938.5616 5057853.5781,486945.8496 5057857.671,486950.8415 5057860.456,486958.4434 5057864.581,486971.6703 5057873.0379,486970.4663 5057875.0379,486972.4433 5057876.3938,486975.4743 5057878.4678,486985.1932 5057885.1237,486992.349 5057873.1868)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"1270"
"MULTIPOLYGON (((485626.8819 5058028.4052,485627.1079 5058027.3742,485627.5459 5058026.1553,485628.1009 5058025.3043,485628.5298 5058024.7883,485629.4518 5058024.4093,485628.6098 5058017.1137,485627.3188 5058017.3314,485625.7258 5058016.8194,485624.7178 5058015.5734,485618.2489 5058016.9993,485618.0219 5058017.5154,485616.8509 5058018.0113,485614.6715 5058018.3969,485616.2631 5058027.3936,485617.812 5058027.1243,485618.358 5058027.1203,485619.403 5058028.5622,485619.7894 5058029.9172,485626.8819 5058028.4052)))",ac_vei,Area_di_circolazione_veicolare,area a traffico strutturato - incrocio,trasporto - traffico strutturato,"153"
"MULTIPOLYGON (((486567.643 5056730.3778,486565.3324 5056730.618,486558.8396 5056749.9528,486552.9107 5056764.4067,486550.0588 5056771.0116,486547.7939 5056774.7266,486544.6999 5056778.6755,486541.02 5056782.9525,486538.8634 5056786.3901,486540.318 5056788.1068,486545.0446 5056783.7363,486549.3815 5056777.2426,486555.9928 5056760.8355,486559.4117 5056751.8971,486567.643 5056730.3778)))",ac_vei,Area_di_circolazione_veicolare,banchina,trasporto,"123"
"MULTIPOLYGON (((485435.4281 5057698.3781,485433.7681 5057691.6431,485417.359 5057695.8748,485418.9043 5057702.628,485435.4281 5057698.3781)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"118"
"MULTIPOLYGON (((486259.023 5056566.4725,486262.1682 5056559.568,486260.2736 5056558.6966,486259.3007 5056557.7129,486258.6161 5056556.2374,486258.6546 5056553.9524,486258.4747 5056551.8895,486252.2441 5056548.4356,486250.7327 5056551.3155,486251.4146 5056551.7445,486250.0034 5056553.2263,486248.1217 5056554.0495,486246.1878 5056553.7202,486237.5195 5056549.7307,486234.4909 5056556.6004,486237.5849 5056559.6394,486238.9049 5056562.6314,486238.7719 5056565.9754,486238.3419 5056567.0963,486244.1695 5056571.9746,486247.6237 5056567.4844,486250.0405 5056566.089,486253.434 5056565.6971,486255.9907 5056565.7461,486259.023 5056566.4725)))",ac_vei,Area_di_circolazione_veicolare,area a traffico strutturato - incrocio,trasporto - traffico strutturato,"365"
"MULTIPOLYGON (((487135.1525 5056816.8921,487132.4416 5056822.3841,487143.5894 5056828.6501,487145.0744 5056831.154,487145.2854 5056831.02,487149.4394 5056832.278,487149.6134 5056832.099,487155.2613 5056835.2749,487154.4103 5056836.7669,487158.9023 5056839.3478,487163.2301 5056841.8329,487164.0589 5056840.3267,487165.6521 5056837.4309,487168.05 5056832.9579,487165.1131 5056831.4109,487164.3311 5056830.9509,487163.3941 5056830.4,487159.2222 5056827.947,487158.3552 5056829.665,487135.1525 5056816.8921)))",ac_vei,Area_di_circolazione_veicolare,tronco carreggiata - tronco ordinario,trasporto - traffico strutturato,"271"
